民宿标题,价格,地利,评论数,得分,适合居住人数
「丽江热闹繁华，尽在宽庭轻奢民宿。」+连住两晚可接机+含双早+每日消毒+轻奢一居,370,近木府,4405,5.0,2
丽江古城民宿·连住两晚免费接机接站·旅游行程规划·庭院观景大床·品茶聊天·摇篮吊椅拍照·撸猫撸狗,113,近狮子山万古楼,8691,5.0,2
【俯瞰整个丽江古城】☞连住三晚可接机☜古城中心★出行便利★私人订制★空调★精致下午茶★设计师大床房,209,近大研古镇,314,5.0,2
品牌优秀房东•扎西的院•在古城•近大水车•可接机（站）•网红5D天幕•大床/标间•省钱订制游,142,近狮子山万古楼,4943,5.0,2
古城｜烟雨两居｜三晚接机｜观景｜四方街,202,近狮子山万古楼,382,5.0,4
【重磅首推：超小众独立院落空间群·独立式分庭私密轻奢雪山打卡点】全息零压助眠一居室•三晚接机•含早餐,217,近狮子山万古楼,1671,5.0,2
【丽江古城内•观景人气榜】轻奢大床•免费旅拍•行程定制•赏雪山•智能家居•近四方街木府大水车忆持巷,257,None,706,5.0,2
丽江古城必住榜·近木府的花园美宿·大床房『订3晚免费接机︱有停车位︱带空调︱免费茶点︱行李接送』,205,None,805,5.0,2
古城内北门·简约中式风·花园庭院·24小时前台·空调轻奢大床房,146,近古城北门,3316,5.0,2
网红民宿|丽江古城|暖阳大床|紧邻木府3分钟|九溪听溪庭院大床|带空调|浴缸,197,None,301,5.0,2
古城内【安心住已消毒】高端花园露台民宿【阳光落地窗+可选浴缸+三晚免费接+智能家居+私人订制旅游】,156,近木府,9247,5.0,2
束河古镇[独门独户 一室一厅 私家小院别墅]浴缸/冰箱/可做饭  免费停车 /近小吃街 近大学,173,None,134,5.0,2
【2020人气民宿•2019体验奖】空调大床•三晚免费接机接站•可停车•私享行程规划•品茶•喝酒,168,近木府,6969,5.0,2
丽江古城|浸润在唐诗里的雅舍|地暖大床房|网红打卡|两晚免费接机|专业从业人员免费旅游攻略策划|,157,近木府,1252,5.0,2
束河古镇·花园庭院·复古风双床房·免古镇门票·免费品尝普洱茶·免费旅游行程规划·定制,120,None,75,5.0,2
【丽江古城临水河畔观景花园民宿】庭院双床房/品茶聊天/摇篮吊椅拍照/含早/空调/旅游攻略/四方街,215,None,125,5.0,2
丽江古城民宿·连住两晚免费接机接站·旅游行程规划·庭院观景大床·品茶聊天·摇篮吊椅拍照·撸猫撸狗,113,近狮子山万古楼,8691,5.0,2
丽江古城庭院一居室/免费普洱茶/私人管家全程规划行程/超美网红拍照花园/交通方便,148,近木府,4516,5.0,2
古城独立景观阳台·spa浴缸超大40平景观超宽大床房·可停车含早餐·全鸭绒床品格力空调,297,近古城北门,610,5.0,2
古城｜烟雨两居｜三晚接机｜观景｜四方街,202,近狮子山万古楼,382,5.0,4
精致匠心大床/温馨亲子房，观景民宿享古城全景、日出3晚免费接，近四方街,240,近四方街,2613,5.0,2
雅致家庭房|五晚免费接机&接站|每客消毒|观景公区 | 近观景台大水车四方街|免费攻略|时令水果,120,近大水车四方街,200,5.0,3
丽江古城必住榜·近木府的花园美宿·大床房『订3晚免费接机︱有停车位︱带空调︱免费茶点︱行李接送』,205,None,805,5.0,2
音乐•啤酒•萌宠•行程定制•订两晚免费接机,272,近木府,6229,5.0,2
大研古城纳西庭院、唯美豪华家庭房、可接机,147,近古城北门,235,5.0,3
古城内【安心住已消毒】高端花园露台民宿【阳光落地窗+可选浴缸+三晚免费接+智能家居+私人订制旅游】,156,近木府,9247,5.0,2
2晚免费接机\停车【真空调+落地窗+花园】55㎡超大家庭房 丽江古城南门150米玉龙雪山泸沽湖上车点,286,近木府,286,5.0,5
束河两室一厅别墅观景可做饭可停车房型随机,246,近束河古镇,567,4.9,4
丽江古城|浸润在唐诗里的雅舍|地暖大床房|网红打卡|两晚免费接机|专业从业人员免费旅游攻略策划|,157,近木府,1252,5.0,2
丽江古城回味大水车店•花园院景•全新床品•3晚免费VIP专车接飞机接火车站•暖暖大床房,108,近狮子山万古楼,2569,5.0,2
古城北门近大水车♪唯美空中花园免费汉服旅拍 轻奢观景双床『开业特惠·不满意全额退款』,89,None,392,5.0,2
丽江古城民宿·连住两晚免费接机接站·旅游行程规划·庭院观景大床·品茶聊天·摇篮吊椅拍照·撸猫撸狗,113,近狮子山万古楼,8691,5.0,2
古城民宿近木府【泊隐湾·茶文化体验高端民宿·浴缸大床房】·空调·双早餐 下午茶水果·私人管家,565,近木府,1002,5.0,2
丽江古城内•观古城全景露台•时光精致•（大床）网红民宿.纳西复古风.近北门路口.旅行美食攻略免费分享,90,近大研古镇,1033,5.0,2
古城｜烟雨两居｜三晚接机｜观景｜四方街,202,近狮子山万古楼,382,5.0,4
丽江温馨舒适复室阁楼套房＊临近大水车＊预订三晚免费接机接站,163,近狮子山万古楼,2164,5.0,4
阳光花园家庭房三人间：厨房：洗衣，丽江古城南门150米 玉龙雪山泸沽湖上车点【可包月】,112,近木府,81,5.0,3
丽江古城必住榜·近木府的花园美宿·大床房『订3晚免费接机︱有停车位︱带空调︱免费茶点︱行李接送』,205,None,805,5.0,2
束河·顾盼斜桥·花溪采风庭院·朝夕大床房·免古镇门票·赠奶茶·免费停车,202,None,53,5.0,2
丽江古城*三人家庭间*三晚可接*庭院*空调*独立无线网络*旅游规划*品茶,100,近木府,2017,5.0,3
古城内【安心住已消毒】高端花园露台民宿【阳光落地窗+可选浴缸+三晚免费接+智能家居+私人订制旅游】,156,近木府,9247,5.0,2
【丽江古城日式枯山水人气榜】·纯日进口零压助眠榻榻米·浴缸·抿茶·接机·和服拍摄·全套智能家居,146,None,40,5.0,2
在路上榻榻米标间,128,近狮子山万古楼,290,5.0,2
丽江古城|浸润在唐诗里的雅舍|地暖大床房|网红打卡|两晚免费接机|专业从业人员免费旅游攻略策划|,157,近木府,1252,5.0,2
古城观景小院温馨大床房2分钟到四方街大水车网红打卡点，看古城全景.连3晚接机接站免费做旅游攻略，,82,近狮子山万古楼,955,5.0,2
丽江2020服务民宿榜-大研古城-烟雨轻奢一居-近大水车-院子可观雪山-行程规划,110,近狮子山万古楼,7301,5.0,2
丽江古城民宿·连住两晚免费接机接站·旅游行程规划·庭院观景大床·品茶聊天·摇篮吊椅拍照·撸猫撸狗,113,近狮子山万古楼,8691,5.0,2
古城-阳光三床房-紧靠南门-免费停车,141,近木府,39,5.0,3
束河古镇『甄选私墅   两室一厅  双卧两卫 』音乐 啤酒  旅游定制 可做饭 免费停车,264,None,80,5.0,4
古城｜烟雨两居｜三晚接机｜观景｜四方街,202,近狮子山万古楼,382,5.0,4
古城.可停车2分钟到大水车空调复式家庭房,208,近古城北门,1310,5.0,4
【首推：顶流两只猫咖啡厅·超HOT小众隐秘打卡角落】·零压助眠双人间·连住接机·拎行李·每日消毒,201,None,4,5.0,4
丽江古城必住榜·近木府的花园美宿·大床房『订3晚免费接机︱有停车位︱带空调︱免费茶点︱行李接送』,205,None,805,5.0,2
丽江古城-空调双床🎃花园庭院-出行方便,140,近木府,31,4.9,2
束河两室一厅复式家庭房 可做饭 停车房型随机 4晚免接 私享别墅,277,近束河古镇,210,4.9,4
古城内【安心住已消毒】高端花园露台民宿【阳光落地窗+可选浴缸+三晚免费接+智能家居+私人订制旅游】,156,近木府,9247,5.0,2
丽江古城鸢尾两室一厅双床房连住3天免费接机,162,近古城北门,217,4.9,4
【连住三晚可接机】赠送纳西特色早餐·束河四方街九鼎龙潭·纳西小哥带你体验丽江庭院生活·森眸大床房,273,近束河古镇,719,5.0,2
丽江古城|浸润在唐诗里的雅舍|地暖大床房|网红打卡|两晚免费接机|专业从业人员免费旅游攻略策划|,157,近木府,1252,5.0,2
洗洗睡吧•纳西庭院•轻奢1居•可接机（站）•在古城•近大水车•看雪山•5D网红街•蹦野迪,128,近狮子山万古楼,3960,5.0,2
丽江古城Loft复式阁楼房•可观雪山•3晚免接•交通便利•近大水车四方街•超大庭院可随便拍照,224,近狮子山万古楼,2014,5.0,4
丽江古城民宿·连住两晚免费接机接站·旅游行程规划·庭院观景大床·品茶聊天·摇篮吊椅拍照·撸猫撸狗,113,近狮子山万古楼,8691,5.0,2
丽江古城-五一街近大水车北门-纳西花园大床房-天台可观古城夜景（日落时分更是美的不要不要得）,114,None,263,5.0,2
丽江大研古城可接机露台观景花园云溪大床,150,近古城北门,1985,5.0,2
丽江阳光地暖复式家庭房|网红打卡三晚接机,201,近古城北门,24,5.0,3
空调躺床雪山观景(雪山就在眼前）网红打卡花园庭院一居-(免古镇门票）可接机/接站,238,None,283,5.0,2
【遇见六和雅舍】丽江古城古城·每日消毒·实拍·中式轻奢大床·连续入住三晚免接机、三晚免接站,82,近木府,4447,5.0,2
【丽江古城】阑 浮 迷 离 明 知音（标间）连住三晚免费接机-连住两晚接机半价,132,近木府,826,5.0,2
【途优客】小时代 /近古城/榻榻米一居,168,None,16,5.0,2
丽江古城-阳光双床房-空调-近南门-免去拉行李走石板路的辛苦,144,None,10,5.0,2
古城免费网红拍照打卡&纳西花园亲子家庭房&免费指导旅行攻略,128,None,2,5.0,3
【丽江古城花园品质美宿】古典大床房/鲜花庭院啤酒音乐烧烤/聚餐/团建/含早/空调/旅游定制,250,None,116,5.0,2
束河古镇四方街旁·消毒防疫花园蜜月大床房,152,近束河古镇,1356,5.0,2
体验真正的纳西生活★纳西原住家庭民宿★新城→便利→安静 双床标间,134,None,42,5.0,2
2愿你满心欢喜，愿你每次流泪都是喜极而泣——两室两床房,177,近古城北门,316,5.0,4
【丽江古城狮子山热销观景榜】·观景台·接机·百年历史人文庭院【零压睡眠智能翻新】·禅修·消毒·拎行李,160,None,91,5.0,2
丽江顶楼观古城全景露台-庭院一居【大床/双床随机-含早】免費汉服拍照-免費停车、三晚接机-旅游规划,131,None,3,5.0,2
束河•泳池•遠山星野山景落地窗一居•接机#带客厅浴缸阳台小冰箱小蓝牙音箱含露天泳池免费停车场观景天台,136,近束河古镇,201,4.9,2
凡悦•丽江2021服务性价比民宿榜•观景露台•花园庭院一居•核心商圈近四方街大水车•两晚免费停车接站,161,None,1715,5.0,2
丽江古城南门街人气榜·品茶聊天·旅行攻略 帮拿行李·南阳美宿【随机】标间·相遇丽江·私人行程定制。,111,None,107,5.0,2
【丽月名宿】古城边电梯阳光大床房、近古城大水车、千古情、束河古镇景区，可接机、可短租、可长租、,171,近黑龙潭,23,4.8,2
束河古镇·免费停车·定制趴大床房,140,近束河古镇,667,5.0,2
体验真正的纳西生活★纳西原住家庭民宿★新城→便利→安静 双床标间,134,None,42,5.0,2
束河•泳池•遠山星野山景落地窗一居•接机#带客厅浴缸阳台小冰箱小蓝牙音箱含露天泳池免费停车场观景天台,136,近束河古镇,201,4.9,2
凡悦•丽江2021服务性价比民宿榜•观景露台•花园庭院一居•核心商圈近四方街大水车•两晚免费停车接站,161,None,1715,5.0,2
恬静大床.束河古镇内主大街.纳西族超大双庭院.提供早餐.中央空调.免门票.可做饭洗衣，停车出行方便,134,None,108,5.0,2
轻奢一居|丽江古城|三晚接机|旅游行程规划|免费品茶|有空调,102,None,296,5.0,2
【丽江古城狮子山热销观景榜】·观景台·接机·百年历史人文庭院【零压睡眠智能翻新】·禅修·消毒·拎行李,160,None,91,5.0,2
【连住三晚可接机】束河四方街九鼎龙潭·赠送旅拍·底片全送&特色早餐·Cotton森系双床房,160,None,23,5.0,2
丽江顶楼观古城全景露台-庭院一居【大床/双床随机-含早】免費汉服拍照-免費停车、三晚接机-旅游规划,131,None,3,5.0,2
【丽月名宿】古城边电梯阳光大床房、近古城大水车、千古情、束河古镇景区，可接机、可短租、可长租、,171,近黑龙潭,23,4.8,2
古城内，雪山观景大床，连住两晚免费接机或接站、茶道体验、旅游攻略,106,近狮子山万古楼,17,4.9,2
古城邂逅· 免接机 空调.附近停车场,126,近古城北门,821,5.0,2
丽江束河古镇/阳光大床房/两晚免费接站/接机/免费停车/含早/空调/全景观景台/直面雪山/,225,None,254,5.0,2
"市中心公寓有电梯带厨房和洗衣机及免费停车,步行至丽江古城10分钟适合自驾游",228,近黑龙潭,3,5.0,4
丽江古城束河庭院别墅一室一厅庭院家庭房-带厨房可做饭可洗衣停车可接机免费规划行程,197,近束河古镇,26,5.0,2
【简宿】丽月湖岸南区近大研古城/木府/四方街/玉龙雪山/束河古镇/拉市海/Loft大客厅轻奢风两居室,208,None,25,5.0,4
【遇见六和雅舍】丽江古城古城·每日消毒·实拍·中式轻奢双床•三晚免费接机•三晚免费接站,82,近古城北门,199,5.0,2
古城网红观景平台拍照打卡&纳西花园标准间&3晚接机免费指导旅行攻略可做饭,118,None,144,5.0,2
古城中心包三居·闹中取静·露天阳台·可接机·做饭·洗衣·品茶·,836,近木府,622,5.0,6
丽江古城内温馨家庭房 三晚送旅拍-可停车-行程定制-纳西风院子,108,近古城北门,18,5.0,3
双床•丽江古城•观古城全景露台•3晚连住免费接机.网红民宿.近北门路口.美食旅行攻略分享.免费品茗,100,近大研古镇,115,5.0,2
丽江古城•顶楼观景大露台•庭院一居（ 双床标间 ）【房型随机】含双早•3晚免费接机/接站•旅游咨询,99,None,27,5.0,2
老范和叨叨的小院 免费停车 超赞的观景平台 近大水车四方街  连住三晚免费接机 旅游服务 大床房,117,None,10,5.0,2
【丽江古城-每日消毒】连住3晚免费接机接站+温馨私享中式家庭房+近四方街大水车,118,近四方街,7493,5.0,3
丽江古城乐途精品一居•接机•可俯瞰古城全景•交通便利•惬意花园露台•独立WIFl 空调,158,近狮子山万古楼,614,5.0,2
2愿你满心欢喜，愿你每次流泪都是喜极而泣——两室两床房,177,近古城北门,316,5.0,4
丽江古城内·浪漫邂逅观景民宿·邂逅大床房特惠一居·行程规划 连住三晚免费接机,115,近四方街,4930,5.0,2
【远近】束河古镇森系临溪民宿家庭亲子闺蜜房/独栋/带浴缸/免古镇门票,150,None,4,5.0,3
丽江古城区【风花雪月•大床房】入住即可免费体验汉服拍照 | 连住3晚免费接,70,近古城北门,2070,5.0,2
丽江古城*三人间*观景露台*木府*庭院*三晚免接*旅游规划*跟我游旅行社*空调*近商圈近商圈,145,None,22,4.9,3
丽江阅尚精品民宿大研古镇悦享花园房,178,近狮子山万古楼,132,4.8,2
丽江李家院心居大研古镇轻享精致标准间,105,近古城北门,6,5.0,2
丽江古城时光假日*庭院花园大床房*可停车*三晚免费接机或接站*攻略*到店不满意全额退款,167,None,11,5.0,2
距泸沽湖几步之遥的湖景大床房#坐在窗前观湖看日出赏晚霞#免费停车#大落水免费接送,349,近泸沽湖,175,4.8,2
正宗纳西四合院-阳光好-大水车旁-近观景台-连住三晚免费接机或接站-可停车-免费普洱茶,94,None,23,4.8,2
古城南门蜜月大床房•空调•智能马桶•干湿分离•浴缸•三晚免费接机免费停车•两晚接机半价•免费汉服美拍,179,None,116,5.0,2
丽江花园美居民宿酒店丽江市区舒适双床房,78,近木府,298,4.9,2
丽江古城内·4星设计师民宿·空调大床房/双床房·萌宠·观景露台·接机停车·近四方街 木府·房型随机,234,None,96,5.0,2
【丽江无忧·全新床品+两晚接站】空调花园景房+度假300平大水车花园庭院+一房一网+电热毯+三晚接机,129,近木府,4775,5.0,2
已消毒•丽江古城•庭院标准间•清幽静谧•景观阳台•可接站接机•周边景点便利,153,近木府,63,4.9,4
观·丽江古城全景·两只小熊大水车店·品茗赏花观日落·舒适大床/接机可停车,148,None,626,5.0,2
丽江古城南门.与鲜花庭院书籍为伴！闲居一室.连住三晚接机接站.私享行程规划.闹中取静.出行便利,79,近木府,6823,5.0,2
丽江古道烟雨休闲民宿大研古镇舒适标准间,123,近狮子山万古楼,206,4.9,2
古城-阳光家庭双床房-紧靠南门-交通便利,119,近木府,40,4.9,3
花筑/古城中心/摄影佳地/眺望远山/近四方街/近木府/大研古镇/观景白茶标间,245,近木府,36,5.0,2
丽江逸云半山观景花园别院古城北门泉云阳光双床房,184,近古城北门,13,5.0,2
丽江豪华雪山观景大床房＊靠近大水车＊预订三晚免费接机接站,220,近狮子山万古楼,133,4.9,4
已消毒｜丽江古城｜轻奢一居｜网红拍照打卡｜可接站接机｜量身定制旅游攻略,120,近木府,1908,5.0,2
丽江古城/花园一居/原木格调治愈系/清幽复古可拍照打卡/定制旅游攻略/可接站接机,125,近木府,949,5.0,2
丽江隐域《4卧8人欧美工业风独栋》空调浴缸影院别墅民宿3晚赠送接机接站服务,1084,近束河古镇,205,5.0,8
【远近】束河古镇森系临溪民宿双卧室套房|独立阳台|免古镇门票|三晚免费接机,240,近束河古镇,62,4.9,4
已消毒•丽江古城•庭院标准间•清幽静谧•景观阳台•可接站接机•周边景点便利,153,近木府,63,4.9,4
丽江古城区【风花雪月•大床房】入住即可免费体验汉服拍照 | 连住3晚免费接,70,近古城北门,2070,5.0,2
古城·近南门接机.停车.可做饭空调大床房,158,近木府,979,5.0,2
南夏民谣双床丨三晚接机丨古城内丨私人订制省钱旅游攻略丨房东自己的酒吧《拾忆民谣酒吧》8.8折畅饮,146,近木府,1328,5.0,2
暮秋、初冬，自赏（大床）连住三晚免费接机，连住两晚接机半价,139,近木府,1102,5.0,2
束河古镇四方街壹家~空调大床房免束河古维,229,近束河古镇,28,5.0,2
古城南门蜜月大床房•空调•智能马桶•干湿分离•浴缸•三晚免费接机免费停车•两晚接机半价•免费汉服美拍,179,None,116,5.0,2
丽江旅人之家民宿丽江三义机场匆匆那年豪华大床房,124,近丽江机场,265,4.9,2
锦熙花园大床房•古城近大水车四方街•网红花园•院内露台可观玉龙雪山•两晚接站•三晚接机•有地暖,394,近狮子山万古楼,3047,5.0,2
丽江古城◆四合院◆山水御墅大床房三晚接机,212,近古城北门,7058,5.0,2
丽江古城【免费接机】标间双床【接机接站】露台观景/采光好,142,None,19,4.9,2
丽江古城里-观古城全景民宿-轻奢大床-三晚免费接机接站-木府两分钟四方街一分钟,263,None,300,5.0,2
丽江古城，爱尔兰温馨双床房，住三晚免费接机，四方街，观景台，遛狗，品茶。,166,None,13,5.0,4
丽江古城•简约大床•天空之镜•五一主街,216,近古城北门,312,5.0,2
丽江古城·空调·纳西温馨家庭房,319,近狮子山万古楼,11,4.9,3
丽江古城.奢·阳光套房家庭房3-4人房.两室.观景花园露台.家庭房车旅游定制•三天免费接机.,362,近木府,40,4.9,4
古城木府•轻奢禅意一居《3晚接机+免费停车+台球桌+早餐+科勒卫浴+乳胶床垫+24小时管家服务》,238,近木府,2251,5.0,2
【古城里象牙塔民宿，地中海主题家庭房】,163,近木府,12,5.0,3
止舍·云上观景别院(丽江大水车店)大研古镇阳光花园大床房,153,近狮子山万古楼,169,4.9,2
近五一街•空调•加湿器•花园大床房•撸狗•喝茶•烧烤喝酒,174,近古城北门,277,5.0,2
丽江古城【2居适合3-4人住】带空调•可接机接站•提供旅游咨询•赠送鲜花饼品普洱茶,382,近古城北门,294,5.0,4
锦熙花园标准间•古城近大水车四方街•网红花园•院内露台观玉龙雪山•两晚接站•三晚接机•有地暖,370,近狮子山万古楼,275,5.0,2
懒虫小住 名族音乐 品茶 空调 ,440,近木府,130,5.0,2
丽江古城·轻奢大床·花园庭院·每日消毒·旅游攻略·躺在椅子上看星星,73,近古城北门,4892,5.0,2
『古城内•纳西庭院』三晚免费接机/观景露台俯瞰古城全景/接站·毗邻大水车/五一街/四方街/黑龙潭,395,近古城北门,313,5.0,2
『古城内•纳西庭院』三晚免费接机/观景露台俯瞰古城全景/接站·毗邻大水车/五一街/四方街/黑龙潭,395,近古城北门,313,5.0,2
丽江古城内/普贤寺旁/【水涟漪】水玲珑大床房/纳西风格/品茶聊天/客栈连住两晚接站三晚接机/,169,None,4,5.0,2
古城-温馨大床-紧靠南门-免费停车,66,近木府,199,5.0,2
鹿仙堡秘密花园民宿(丽江忘居店)束河古镇九色鹿家族大床房,498,近束河古镇,132,5.0,2
每日消毒『古城区•纳西庭院•标间』观景露台俯瞰古城全景/接机/接站·毗邻大水车/五一街/四方街/大研,375,近古城北门,21,4.8,2
束河古镇“栖于岭上，迟行于市”栖迟·民宿·二号随机阳光大床房·近四方街免古镇门票（房间挂式冷风器）,96,近束河古镇,714,5.0,2
丽江古城·空调·纳西温馨家庭房,319,近狮子山万古楼,11,4.9,3
丽江游家花园民宿大研古镇花朝月夕,129,近木府,84,4.9,1
丽江古城边大床欧式风格电梯公寓,158,近黑龙潭,20,5.0,2
大研古城-简约ins风格【大床随机房型】【免费鲜花饼+晚安甜汤】,127,None,65,5.0,2
丽江束河伽叶会馆束河古镇特惠大床房,105,近束河古镇,27,5.0,2
暮隐精品民宿(丽江临溪店)大研古镇莲花溪景浪漫大床房,295,近木府,65,5.0,2
AA制聚餐〖一楼明美大床●烤全羊●炒菜〗【限说话声音大者•不爱聊天•六人以上·单男单女】【三晚接机】,201,近大水车四方街,9,5.0,2
丽江古城内【近四方街品牌民宿阳光大床房】限量免费停车•三晚免费接站•民宿实拍•行程规划•品茶聊天,135,近狮子山万古楼,17,5.0,2
2.还是很喜欢你，像风走八千里，不问归期——独立单间,107,近古城北门,413,5.0,1
AA制聚餐〖一楼明美大床●烤全羊●炒菜〗【限说话声音大者•不爱聊天•六人以上·单男单女】【三晚接机】,201,近大水车四方街,9,5.0,2
丽江古城区独立套房,174,近狮子山万古楼,21,5.0,2
丽江旅人之家民宿丽江三义机场匆匆那年豪华大床房,124,近丽江机场,265,4.9,2
丽江古城五一街 近大水车 纳西花园观景特色大床房,159,None,8,5.0,2
玉龙哝哝民宿白沙古镇特惠双人房,118,近白沙,15,4.9,2
接机.停车.丽江古城陌隐花苑.双床房,136,近木府,118,4.9,2
古城内庭院花园-温馨欧式双床房、瑜伽体验/私人订制旅游攻略,98,None,60,5.0,2
丽江古城内【近四方街品牌民宿阳光大床房】限量免费停车•三晚免费接站•民宿实拍•行程规划•品茶聊天,135,近狮子山万古楼,17,5.0,2
暮隐精品民宿(丽江临溪店)大研古镇莲花溪景浪漫大床房,295,近木府,65,5.0,2
束河古镇四方街纳西榻榻米大床家庭房,155,近束河古镇,28,5.0,2
丽江八河地雅居民宿丽江市区舒适大床房,47,近木府,146,4.8,2
古城·近南门接机.停车.可做饭空调大床房,158,近木府,979,5.0,2
丽江古城*双人标准间（好闺蜜 好兄弟）*露台观景*连住2晚免费接站接机*行程规划*品普洱茶鲜花,138,None,129,5.0,4
束河古镇/免门票/温馨大床房/3晚免费接机,168,近束河古镇,494,5.0,2
念海家庭房空调观景院 早餐免费停车接火车,104,近古城北门,80,5.0,3
豪华大床房带沙发 连住3晚免接送火车站,133,近束河古镇,1,5.0,2
