公司,职位,月薪,公司介绍,应聘要求,福利,职位关键词,上班地点
中亚通茂,C#高级开发工程师,8k-16k,"信息安全,硬件 上市公司 150-500人",经验3-5年 本科,"“军工行业,可弹性工作,周末双休,员工旅游”",C# ,[武侯区]
九强通信,c#中高级开发工程师,7k-14k,"硬件,软件开发 不需要融资 50-150人",经验不限 本科,“公司属于国企，军工行业，发展前景好”,企业服务 信息安全 C# .NET MySQL ,[武侯区]
中科慧源,c#开发工程师,10k-15k,"企业服务,数据服务 不需要融资 150-500人",经验3-5年 本科,“团队氛围好 发展空间大”,C# ,[高新区]
普华永道成都SDC,C#/.NET开发工程师,6k-8k·13薪,"金融,数据服务 不需要融资 2000人以上",经验1-3年 本科,“13薪，五险一金，商业保险，周末双休”,C# ,[中和]
朴华科技,C#开发工程师,13k-20k,人工智能 A轮 50-150人,经验1-3年 本科,“管理扁平，领导好，福利好，业务高速发展”,医疗健康 大数据 C# C ,[紫荆]
九鼎乾元,c#开发工程师,9k-14k·13薪,软件开发 未融资 50-150人,经验1-3年 本科,“技术提升快”,.NET ,[青羊区]
万基泰科技,c#、net软件开发工程师,5k-8k,"数据服务,其他 不需要融资 15-50人",经验1-3年 大专,“带薪年假，节日福利，包吃包住，入职培训”,C#/.NET 后端 软件开发 ,[万年场]
华兴汇明,c#,8k-12k,其他、通讯电子 未融资 15-50人,经验3-5年 本科,“六险一金，带薪年假，生日party”,算法 C#/.NET 平台 客户端 ,[高新区]
易商仪器,软件工程师c++/c#,6k-10k,通讯电子 不需要融资 50-150人,经验不限 本科,“发展空间大，薪酬福利好”,C# C++ ,[金牛区]
唐源电气,c#开发工程师,10k-15k·14薪,其他 不需要融资 150-500人,经验3-5年 本科,“专业管理双通道晋升机制”,C# ,[武侯区]
中海软通,C#/.NET/软件工程师,5k-10k,"移动互联网,医疗丨健康 未融资 15-50人",经验不限 本科,“餐补五险一金带薪年假 绩效奖金员工旅游”,医疗健康 ,[高新区]
酷码视觉,C# .Net 初级+双休+半年加薪,6k-10k·13薪,"移动互联网,企业服务 未融资 15-50人",经验应届毕业生 硕士,“双休，社保，有能力你就来”,.NET C# ,[金牛区]
酷码视觉,C#高级开发工程师,10k-15k,"移动互联网,企业服务 未融资 15-50人",经验3-5年 大专,“年终奖（13薪-15薪）双休、工作餐”,后端 C#/.NET 客户端 全栈 ,[金牛区]
九鼎乾元,C#开发工程师,8k-13k·13薪,软件开发 未融资 50-150人,经验1-3年 大专,“12薪+五险一金+其他福利”,地图 大数据 数据库开发 数据架构 SQLServer Oracle ,[文家]
中钞科信,c#软件工程师,10k-20k,消费生活 不需要融资 150-500人,经验3-5年 本科,“平台发展前景好 薪酬福利好”,C# ,[双流县]
千城数智,C#工程师（中高级）,8k-13k,"移动互联网,消费生活 B轮 50-150人",经验3-5年 本科,“入职五险一金，准一线开发流程，无甩锅现象”,电商 汽车 C# MySQL ,[牛市口]
香多多,C#工程师,10k-15k,"电商,消费生活 未融资 50-150人",经验3-5年 本科,“外资，双休，不加班”,C#/.NET ,[红星路]
速度网络,c#工程师,7k-10k,其他 不需要融资 15-50人,经验3-5年 大专,“12薪加年终奖金、项目奖金”,Winform C#/.NET C++ ,[高新区]
如晶谦和,C#研发/维护,7k-8k,软件开发 未融资 50-150人,经验1-3年 大专,“双休 朝九晚五 年终奖”,C#/.NET C# .NET ,[高新区]
艾欧比,C#开发工程师,7k-12k,移动互联网 未融资 50-150人,经验1-3年 大专,“五险一金 生日福利 积分福利 团建福利等”,移动互联网 工具软件 Wpf 后端 客户端 C#/.NET ,[高新区]
讯美科技,高级C#软件开发工程师(J11094),15k-20k,信息安全 上市公司 500-2000人,经验3-5年 本科,“发展前景”,C#/.NET ,[高新区]
西南交大研究院,c#开发工程师（主程）,10k-15k,软件开发 不需要融资 15-50人,经验1-3年 大专,“六险一金”,Winform Wpf ,[九里堤]
成都亿方游,高级c#工程师,15k-20k·13薪,"移动互联网,游戏 未融资 50-150人",经验5-10年 大专,“年终奖 全勤奖 下午茶 团建 体检”,社交 即时通讯 前端开发 ,[高新区]
兴华云筑,C# 开发工程师,7k-12k,软件开发 未融资 15-50人,经验3-5年 本科,“无”,C#/.NET 后端 ,[高新区]
长虹智慧健康,中高级C#开发工程师,9k-14k·14薪,"移动互联网,医疗丨健康 未融资 50-150人",经验3-5年 本科,“项目奖、各种补贴、带薪假、弹性工作”,医疗健康 C# .NET 数据库 服务器端 ,[高新区]
君诚互动,c#开发工程师,8k-10k,"软件开发,其他 未融资 15-50人",经验3-5年 大专,“五险一金，年终奖”,视频 C#/.NET .NET C# ,[高新区]
交大机电,c#开发工程师,12k-16k,"数据服务,软件开发 不需要融资 50-150人",经验3-5年 本科,“六险一金 双休 老板nice”,Android 自动化 C# MySQL ,[九江]
嘉骏智图,C#开发工程师,6k-10k,"数据服务,软件开发 未融资 15-50人",经验1-3年 本科,“专业培训 岗位晋升 发展空间大 带薪年假”,其他 ,[高新区]
诚卓数码,c#研发工程师,4k-6k,"移动互联网,硬件 未融资 50-150人",经验1-3年 本科,"“涨薪快,培训多,福利多,年终长假”",C#/.NET ,[青羊区]
中亚通茂,c#开发工程师,8k-13k·14薪,"信息安全,硬件 上市公司 150-500人",经验1-3年 本科,“14薪，节日福利，成长空间大，前辈带领”,C# ,[武侯区]
香多多,00521-软件研发工程师-C#（HMI）,20k-25k,"电商,消费生活 未融资 50-150人",经验3-5年 本科,“外资，双休，不加班”,C# ,[红星路]
黑魔方科技,.net 开发 (C#),10k-15k,"移动互联网,数据服务 未融资 15-50人",经验3-5年 不限,“朝九晚六 周末双休”,后端 C# .NET ,[高新区]
宜米多,C#（. NET）软件工程师,6k-9k,软件开发 未融资 50-150人,经验1-3年 大专,“周末双休，朝九晚六，餐补”,C#/.NET ,[高新区]
天成记,c# net 软件开发工程师,7k-9k,软件开发 不需要融资 15-50人,经验1-3年 本科,“社保、节假日、年假”,C#/.NET ,[西华]
成都国铁电气设备有限公司,c#开发工程师,7k-12k,其他 未融资 150-500人,经验3-5年 本科,“五险一金、食宿、话补、年终奖、过节费”,C#/.NET ,[双流区]
泛普软件开发公司,中级C#/ASP.NET软件工程师,5k-10k,软件开发 未融资 15-50人,经验3-5年 不限,“一个人搞定OA系统，锻炼架构、设计能力。”,工具软件 企业服务 C#/.NET 后端 平台 ,[成华区]
德创骋微电子,C#应用工程师,6k-12k,硬件 未融资 15-50人,经验1-3年 本科,“不打卡 团队和谐 领导NICE”,汽车 C#/.NET ,[犀浦]
西藏科玛奇信息科技股份有限公司,C#开发工程师,6k-10k,"移动互联网,医疗丨健康 不需要融资 15-50人",经验1-3年 大专,“六险一金、周末双休、节日福利、项目提成等”,医疗健康 C#/.NET Winform Wpf ,[高新区]
亿格可思,.Net core/C#高级开发工程师15-25K,15k-25k,"移动互联网,数据服务 不需要融资 15-50人",经验1-3年 大专,“五险一金 双休 交补饭补 发展前景好”,后端 .NET 平台 ,[高新区]
西山居游戏,游戏开发 (MJ000474),10k-20k,游戏 不需要融资 2000人以上,经验应届毕业生 本科,“扁平化管理 丰富的企业文化活动”,C# C Lua Shell ,[高新区]
ME2ZEN,u3d客户端,10k-20k,游戏 上市公司 150-500人,经验3-5年 本科,“年底多薪 境外游”,前端开发 Unity3d C/C++ ,[高新区]
延华医疗研究院,高级Web前端工程师,10k-20k,"移动互联网,医疗丨健康 上市公司 150-500人",经验5-10年 本科,“舒适办公环境，团队氛围融洽”,移动互联网 医疗健康 HTML CSS Vue ,[公平]
延华医疗研究院,Web前端技术专家,18k-25k,"移动互联网,医疗丨健康 上市公司 150-500人",经验5-10年 本科,“舒适办公环境，团队氛围融洽”,医疗健康 HTML CSS Javascript Vue ,[公平]
安迈云,高级机器人控制算法工程师,15k-20k,软件开发 不需要融资 150-500人,经验1-3年 本科,“高级技术管理 团队牛逼 项目国内领先”,,[高新区]
紫川软件,JAVA中高级工程师,9k-15k,"电商,金融 不需要融资 500-2000人",经验3-5年 大专,“五险一金 员工旅游 周末双休 公司聚餐”,金融 Java ,[锦江区]
科来,C++开发工程师,15k-25k,"企业服务,其他 A轮 150-500人",经验3-5年 本科,“15薪 职业发展 领导nice”,信息安全 后端 C++ Linux/Unix ,[高新区]
BBD,高级大数据建模工程师(J10305),12k-18k,数据服务 D轮及以上 500-2000人,经验5-10年 硕士,“公司大牛多 办公环境好”,大数据 数据分析 算法 数据处理 数据库 ,[高新区]
生学教育,Windows高级开发工程师,18k-22k·13薪,"移动互联网,教育 A轮 150-500人",经验5-10年 本科,“五险一金、带薪年假、年终奖金、年度体检”,C C++ ,[高新区]
PALMAX,unity主程,15k-25k,移动互联网 A轮 150-500人,经验3-5年 本科,"“14薪,餐补,奖金,试用期全薪”",游戏 Unity3d 移动端 Android IOS ,[高新区]
PALMAX,Unity 3D开发工程师,10k-20k,移动互联网 A轮 150-500人,经验1-3年 本科,"“14薪,五险一金,带薪年假,午餐补贴”",Java ,[高新区]
无敌勇士科技,Unity3D开发工程师,10k-20k,移动互联网 未融资 50-150人,经验3-5年 本科,"“五险一金,餐费补贴,交通补贴，带薪年假”",游戏 移动互联网 移动端 Unity3d ,[武侯区]
海康交通大数据,测试经理,20k-30k,"移动互联网,数据服务 不需要融资 50-150人",经验5-10年 本科,“14薪；五险一金；节假日福利”,测试管理 团队建设 目标管理 ,[双流区]
成都佳发,自动化测试工程师,6k-12k,教育 上市公司 500-2000人,经验1-3年 本科,“蓝海行业 上市公司 股权激励 项目奖金”,教育 测试 自动化 ,[武侯区]
NEXA,高级Unity开发工程师,12k-20k,"移动互联网,游戏 不需要融资 50-150人",经验3-5年 本科,“五险一金 带薪年假 加班补助 节假日福利”,游戏 前端开发 Unity3d IOS ,[锦江区]
NEXA,U3D （lua）客户端,8k-14k,"移动互联网,游戏 不需要融资 50-150人",经验1-3年 本科,“五险一金 带薪年假 周末双休 节假日福利”,游戏 Unity3d 移动端 ,[锦江区]
鹦鹉螺大数据,.net开发工程师,8k-14k·13薪,软件开发 未融资 500-2000人,经验3-5年 本科,“工作氛围融洽”,绩效奖金 带薪年假 定期体检 年终分红 ,[龙潭]
鹦鹉螺大数据,成华区-.net中高级开发工程师,10k-15k·13薪,软件开发 未融资 500-2000人,经验5-10年 本科,“舒适办公环境”,绩效奖金 带薪年假 定期体检 年终分红 ,[龙潭]
思源时代,.Net开发工程师,8k-16k,"企业服务,数据服务 不需要融资 150-500人",经验不限 大专,“氛围融洽”,企业软件 ,[锦江区]
iSlide,.NET开发工程师,10k-20k,移动互联网 未融资 15-50人,经验3-5年 大专,“下午茶；五险一金；节日福利；团队旅游”,专项奖金 年终分红 带薪年假 弹性工作 ,[高新区]
NAVER China,c++开发工程师(Windows）,12k-20k,"移动互联网,社交 上市公司 2000人以上",经验3-5年 本科,"“上市公司,福利完善,出国机会,外企文化”",即时通讯 C++ ,[高新区]
乐信圣文,中级Unity研发工程师,10k-20k,"游戏,软件开发 不需要融资 150-500人",经验不限 本科,“带薪年假，包三餐，车补”,游戏 Unity3d ,[高新区]
容和通科技,测试开发工程师,6k-8k,"移动互联网,数据服务 未融资 15-50人",经验1-3年 本科,“周末双休 五险一金”,功能测试 测试开发 灰盒测试 软件测试 ,[高新区]
中电数字,安全运维工程师,10k-20k,"医疗丨健康,数据服务 不需要融资 50-150人",经验不限 本科,“央企背景、医疗大数据国家队、前景好”,安全运维 网络安全运维 ,[温江区]
麦客CRM,全栈开发工程师（实习）,2k-3k,企业服务 不需要融资 15-50人,经验应届毕业生 不限,"“弹性工作,老板好”",工具软件 企业服务 ,[公平]
风际游戏,u3d主程,15k-25k,"移动互联网,游戏 未融资 150-500人",经验5-10年 本科,“团队氛围nice 美女多 待遇福利好”,Unity3d ,[双流县]
91Act,游戏U3D开发工程师,4k-5k·13薪,游戏 不需要融资 50-150人,经验应届毕业生 本科,“无加班文化 周末双休 五险一金”,C/C++ Unity3d ,[高新区]
管家婆云,.net后端,8k-15k,"企业服务,数据服务 不需要融资 500-2000人",经验3-5年 本科,“扁平化管理、13薪、有餐补”,移动互联网 电商 C#/.NET .NET ,[高新区]
成都淞幸科技,实习生（软件开发）,2k-4k,软件开发 未融资 150-500人,经验应届毕业生 本科,“绩效奖金，年终奖金，餐饮补贴，员工旅游”,Java C++ ,[白家]
成都卓杭,U3D开发工程师(平台架构方向),20k-30k,"移动互联网,游戏 不需要融资 150-500人",经验3-5年 本科,“六险一金 年度旅游 超nice氛围”,游戏 Unity3d ,[高新区]
成都卓杭,U3D开发工程师 (新项目),8k-15k,"移动互联网,游戏 不需要融资 150-500人",经验1-3年 本科,"“七险一金,周末双休,年度旅游,餐补13薪”",游戏 SDK Unity3d ,[高新区]
维塔士,主程序员-游戏开发Lead Engineer,15k-20k,游戏 B轮 500-2000人,经验5-10年 本科,“国际公司 游戏大作 晋升路径 技术氛围”,游戏 C++ 游戏开发 ,[三圣]
维塔士,游戏（资深）开发程序员,7k-14k,游戏 B轮 500-2000人,经验不限 本科,“餐饮补贴 弹性工作 节日福利”,游戏 C++ ,[三圣]
成电医星,手术麻醉、ICU产品开发,8k-12k,医疗丨健康 上市公司 150-500人,经验3-5年 本科,“上市企业，人性化管理，福利待遇好”,医疗健康 C#/.NET Delphi 数据库 Java ,[公平]
成电医星,体检产品开发,8k-12k,医疗丨健康 上市公司 150-500人,经验3-5年 本科,“上市企业，人性化管理，福利待遇好”,医疗健康 C#/.NET Delphi 数据库 ,[公平]
Goat Games,资深客户端开发工程师,14k-24k·13薪,游戏 上市公司 50-150人,经验3-5年 大专,“双休 薪酬福利好”,移动端 ,[高新区]
巴纳移动,u3d开发工程师,8k-13k,游戏 不需要融资 50-150人,经验3-5年 不限,“五险一金”,游戏 ,[高新区]
任我行软件,winform开发工程师,7k-14k,"移动互联网,企业服务 不需要融资 500-2000人",经验3-5年 大专,"“项目前景好,发展空间大,福利好,团队氛围好”",Winform C#/.NET ,[高新区]
任我行软件,.NET开发工程师,6k-12k,"移动互联网,企业服务 不需要融资 500-2000人",经验1-3年 大专,“五险一金双休弹性工作项目奖金餐补旅游”,ASP 后端 ,[高新区]
万年历,u3d前端,8k-12k,移动互联网 不需要融资 150-500人,经验1-3年 本科,“五险一金；周末双休；员工体检；带薪年假’”,游戏 移动端 前端开发 Unity3d ,[武侯区]
华文科技,嵌入式工程师,10k-15k,移动互联网 不需要融资 15-50人,经验不限 本科,“晋升透明、前景行业、智能产品、极客团队”,企业服务 通信/网络设备 嵌入式 硬件开发 C 传感器 ,[高新区]
华文科技,嵌入式开发工程师,10k-15k,移动互联网 不需要融资 15-50人,经验不限 本科,“晋升透明、前景行业、智能产品、极客团队”,企业服务 通信/网络设备 嵌入式 硬件开发 C 智能硬件 ,[高新区]
NCS,.NET,7k-13k,企业服务 不需要融资 500-2000人,经验3-5年 本科,“五险一金、年底双薪、带薪年假、节日福利等”,C#/.NET ,[高新区]
NCS,.NET,9k-16k,企业服务 不需要融资 500-2000人,经验5-10年 本科,“五险一金、年底双薪、带薪年假、节日福利等”,C#/.NET ,[高新区]
四川医信,LIS接口开发工程师,6k-8k,"移动互联网,医疗丨健康 未融资 150-500人",经验1-3年 大专,“五险一金，餐补，房补，通讯补贴，带薪年假”,C# MySQL 数据库 ,[高新区]
止观互娱,中级客户端工程师,10k-12k·13薪,"移动互联网,游戏 天使轮 150-500人",经验3-5年 本科,"“多次调薪,团体健身卡,六险一金,婚育礼金”",前端开发 Unity3d ,[高新区]
止观互娱,U3D客户端工程师,7k-10k·13薪,"移动互联网,游戏 天使轮 150-500人",经验1-3年 本科,"“多次调薪,团体健身卡,六险一金,婚育礼金”",移动端 ,[高新区]
酷家乐,后端开发工程师-成都 (MJ002553),8k-12k,房产家居 D轮及以上 500-2000人,经验不限 不限,“团队实力”,Java ,[高新区]
四方伟业,技术美术,15k-30k,移动互联网 不需要融资 500-2000人,经验5-10年 不限,"“免费工作餐,弹性工作,带薪年假,五险一金”",游戏 大数据 Unity3d ,[紫荆]
四方伟业,ue4开发工程师,10k-18k,移动互联网 不需要融资 500-2000人,经验3-5年 本科,"“免费工作餐,弹性工作,带薪年假,五险一金”",游戏 大数据 前端开发 ,[高新区]
中电数字,运维工程师,10k-15k·14薪,"医疗丨健康,数据服务 不需要融资 50-150人",经验3-5年 本科,“智慧医疗；医疗大数据；”,大数据 MySQL 网络安全运维 ,[温江区]
成都汉康,.net开发工程师,8k-15k,"数据服务,软件开发 不需要融资 50-150人",经验3-5年 大专,“平台大，多元化，扁平化管理，发展前景大”,MySQL C#/.NET ,[高新区]
橙风趣游,JS实习开发工程师,3k-5k,游戏 不需要融资 50-150人,经验应届毕业生 本科,“13薪+年终奖”,Javascript ,[高新区]
蜂云智家,.NET中级工程师,6k-10k,"企业服务,移动互联网 A轮 15-50人",经验3-5年 大专,"“期股,成长,氛围和谐”",工具软件 企业服务 .NET ,[成华区]
山海互娱,u3d开发（游戏-中级）,8k-12k·14薪,游戏 未融资 15-50人,经验1-3年 本科,“团队氛围好 14薪 分红奖金 大佬带你飞”,游戏 Unity3d SDK ,[华阳]
天物乐享,u3d开发工程师,18k-20k,游戏 未融资 15-50人,经验3-5年 本科,“团队厉害”,游戏 Unity3d ,[高新区]
万基泰科技,中级高级软件开发工程师,5k-10k,"数据服务,其他 不需要融资 15-50人",经验3-5年 本科,“带薪年假，节日福利，包吃包住”,后端 C#/.NET 软件开发 ,[万年场]
517旅行网,中高级软件测试,12k-20k·14薪,电商 上市公司 150-500人,经验3-5年 本科,“试用期全薪 地铁周边 年终奖”,电商 功能测试 自动化测试 Web测试 ,[沙湾]
玉米树科技,高级u3d客户端,20k-30k,"游戏,移动互联网 未融资 15-50人",经验5-10年 本科,“五险一金、定期理疗+健身、餐饮补贴、培训”,移动端 前端开发 Unity3d ,[高新区]
物联科技,商用密码测评师,20k-30k·13薪,"移动互联网,人工智能 天使轮 50-150人",经验3-5年 本科,“发展前景”,渗透测试 ,[高新区]
完美世界,TA,20k-40k,"移动互联网,游戏 上市公司 2000人以上",经验3-5年 本科,“五险一金、带薪年假”,游戏 渲染 3D设计 U3D UE4 ,[武侯区]
爱奇艺,U3D开发工程师--3474,12k-20k,文娱丨内容 上市公司 2000人以上,经验5-10年 本科,"“六险一金,补助”",游戏 Unity3d 移动端 ,[高新区]
tap4fun,客户端开发工程师,15k-20k,游戏 不需要融资 500-2000人,经验1-3年 本科,“优秀团队；稳定项目”,游戏 移动端 Unity3d C/C++ ,[高新区]
橙风趣游,手游客户端,5k-10k,游戏 不需要融资 50-150人,经验不限 本科,“六险一金，入职买社保，13薪+年终奖”,游戏 移动端 COCOS2D-X C/C++ Unity3d ,[高新区]
新柒玩,服务器开发工程师,8k-14k·13薪,游戏 未融资 150-500人,经验1-3年 大专,“发展空间大，也可以给新人学习的机会”,C# Golang ,[武侯区]
新柒玩,服务器开发工程师,4k-8k·13薪,游戏 未融资 150-500人,经验应届毕业生 大专,“晋升空间大”,C# Golang ,[高新区]
义幻医疗,测试主管,12k-20k·13薪,"移动互联网,医疗丨健康 B轮 50-150人",经验3-5年 本科,“年底双薪，带薪年假，”,自动化测试 ,[高新区]
易键通,.net开发工程师,10k-13k,物联网 不需要融资 15-50人,经验1-3年 不限,“绩效奖金、年终分红、交通补助”,其他 后端 ASP C#/.NET ,[高新区]
融畅易和,U3D软件开发工程师,7k-12k,企业服务 不需要融资 50-150人,经验1-3年 大专,“岗位提升”,Unity3d VR ,[龙泉驿区]
成都凡帕斯网络科技有限公司,游戏服务器端开发,11k-15k·13薪,"移动互联网,游戏 未融资 15-50人",经验3-5年 本科,“二次元中大型项目”,游戏 C++ Golang ,[高新区]
四川东走西走,.net开发工程师,9k-15k,"消费生活,移动互联网 不需要融资 50-150人",经验3-5年 大专,“团队氛围好、发展空间大”,.NET C# ,[双楠]
成都大海怪科技有限公司,U3D程序开发工程师,10k-15k,"移动互联网,游戏 未融资 50-150人",经验1-3年 本科,“福利待遇 技能培训 专项奖金 人性化管理”,游戏 Unity3d ,[火车南站]
安必奇,PHP/MYSQL WEB高级开发工程师,8k-15k,其他 未融资 50-150人,经验应届毕业生 不限,“五险一金，带薪假，节日福利，生日福利等”,后端 PHP Yii Linux/Unix ,[高新区]
成都繁全科技有限公司,java实习生包吃住,4k-5k·13薪,电商 未融资 15-50人,经验不限 大专,“有餐补”,游戏 电商 C++ C PHP Java ,[锦江区]
垒知四川,Revit二次开发工程师,18k-28k,"软件开发,物联网 上市公司 50-150人",经验3-5年 本科,“朝九晚五 年终奖金 出国旅行 定期体检”,C# 后端 ,[高新区]
Intasect,2021届对日开发实习生,2k-3k,"移动互联网,企业服务 未融资 150-500人",经验应届毕业生 不限,“周末双休 交通便利 领导好”,后端 ,[牛王庙]
Intasect,2021届软件开发实习生,2k-3k,"移动互联网,企业服务 未融资 150-500人",经验应届毕业生 不限,“周末双休 交通便利 领导好”,后端 ,[牛王庙]
成都金角网络,unity3D主程序,15k-20k,"移动互联网,游戏 不需要融资 50-150人",经验3-5年 本科,“五险一金 节日福利 定期聚餐 团队融洽”,游戏 前端开发 Unity3d ,[高新区]
成都金角网络,unity3D工程师（初级）,3k-5k,"移动互联网,游戏 不需要融资 50-150人",经验1-3年 不限,“五险一金 加班少 节日福利”,游戏 前端开发 Unity3d ,[高新区]
水果互动,手游U3D开发工程师,8k-13k,"移动互联网,游戏 未融资 15-50人",经验1-3年 大专,“高速成长”,Unity3d ,[武侯区]
劳吉克,.net高级后端开发工程师,11k-18k,"医疗丨健康,电商 未融资 15-50人",经验5-10年 大专,“五险一金 通讯补贴 带薪年假”,后端 .NET C#/.NET 客户端 ,[高新区]
tap4fun,CD 客户端开发工程师（校招）,12k-18k,游戏 不需要融资 500-2000人,经验应届毕业生 不限,“广阔发展前景”,游戏 ,[高新区]
北京信德利,2、Java软件开发助理,3k-5k,"移动互联网,广告营销 不需要融资 150-500人",经验不限 大专,"“五险一金,周末双休,带薪年假,朝九晚六”",大数据 后端 C++ ,[科华北路]
投升科技,区块链技术架构师,18k-25k,金融、区块链 未融资 少于15人,经验1-3年 本科,“五险一金，扁平化开放的工作氛围”,后端 ,[高新区]
嘉谊互娱,Unity3d手游程序,11k-20k,游戏 未融资 50-150人,经验3-5年 本科,“五险一金、商业保险、周末双休、旅游机会”,游戏 ,[武侯区]
PALMAX,Unity3D 中级工程师,10k-15k,移动互联网 A轮 150-500人,经验3-5年 本科,“名校毕业大牛，出海休闲手游”,移动互联网 游戏 Unity3d 移动端 COCOS2D-X ,[高新区]
腾讯,游戏测试经理,11k-13k,社交 上市公司 2000人以上,经验3-5年 本科,“完善的晋升机制，完善的福利待遇”,游戏 测试管理 ,[高新区]
戎星科技,Web前端开发工程师,4k-8k,"移动互联网,信息安全 未融资 50-150人",经验3-5年 大专,"“双休,岗位晋升,五险一金,补助津贴”",地图 HTML Javascript ,[高新区]
eDoctor,.net开发工程师,6k-12k,"医疗丨健康,广告营销 A轮 150-500人",经验1-3年 本科,“餐费补贴 补充医疗保险 专业培训”,C# ,[太升路]
中亚通茂,WPF开发工程师,8k-16k·14薪,"信息安全,硬件 上市公司 150-500人",经验3-5年 本科,“五险一金 周末双休 团队活动 弹性工作制”,,[武侯区]
富璟科技,RPA开发工程师（成都）,6k-10k,"信息安全,数据服务 不需要融资 50-150人",经验1-3年 本科,“双休 奖金 年度出游 体检”,工具软件 ,[紫荆]
富璟科技,RPA开发工程师（成都）,8k-15k,"信息安全,数据服务 不需要融资 50-150人",经验3-5年 大专,“双休 年底奖金 年度出游 体检”,大数据 工具软件 ,[紫荆]
博宇利华,windows软件工程师,8k-15k,"硬件,数据服务 未融资 50-150人",经验1-3年 本科,“五险一金双休弹性工作每月团建春节超长假”,信息安全 通信/网络设备 C++ QT MFC ,[武侯区]
朴华科技,.net开发工程师,8k-15k·13薪,人工智能 A轮 50-150人,经验1-3年 本科,“五险一金、周末双休”,医疗健康 .NET C# ,[紫荆]
安信联,.Net（Core）开发工程师,6k-10k,软件开发、物联网 未融资 15-50人,经验3-5年 大专,“丰富独立项目等你来”,.NET ,[武侯区]
北森云计算,后端开发工程师（2021届实习）(J12787),2k-4k,企业服务 D轮及以上 500-2000人,经验应届毕业生 本科,“弹性工作 团队幽默 人力资源行业”,后端 平台 分布式 C#/.NET ,[高新区]
阿哇龙,高级u3d开发工程师,18k-25k·13薪,移动互联网 不需要融资 50-150人,经验3-5年 本科,“八险一金 年终奖金 氛围超好 公司撸猫”,游戏 ,[高新区]
睿琪软件,c++开发工程师,15k-30k,数据服务 不需要融资 150-500人,经验3-5年 本科,"“弹性工作,零食茶饮,下午茶,周末双休”",图像处理 C++ 音视频 客户端 ,[高新区]
加拿大计算机,ERP软件开发工程师（C#.net B/S方向）,8k-12k,电商 不需要融资 500-2000人,经验1-3年 本科,"“弹性工作,出国机会”",电商 新零售 C#/.NET 数据库 软件开发 ,[桐梓林]
